set_name,scenario_uid,phase,target,beta,n
100E_gemini,100E_gemini_10,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_10,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_10,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_10,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_10,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_10,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_10,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_10,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_10,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_10,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_11,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_11,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_11,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_11,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_11,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_11,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_11,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_11,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_11,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_11,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_11,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_12,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_12,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_13,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_13,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_13,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_13,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_14,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_14,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_14,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_14,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_15,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_15,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_15,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_15,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_15,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_15,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_15,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_15,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_15,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_15,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_15,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_16,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_16,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_16,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_16,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_16,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_16,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_16,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_16,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_17,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_17,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_17,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_17,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_17,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_17,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_17,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_17,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_17,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_17,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_17,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_17,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_17,Outcomes,generative_ai_use_cases,0.0,5
100E_gemini,100E_gemini_17,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_17,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_18,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_18,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_18,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_18,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_18,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_18,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_19,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_19,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_20,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_20,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_20,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_20,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_21,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_21,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_21,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_21,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_21,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_21,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_22,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_22,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_22,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_22,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_22,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_22,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_22,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_22,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_22,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_22,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_22,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_22,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_22,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_23,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_23,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_23,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_23,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_23,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_23,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_23,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_24,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_25,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_25,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_25,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_25,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_25,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_25,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_25,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_25,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_26,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_26,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_26,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_26,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_26,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_26,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_26,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_26,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_26,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_26,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_26,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_26,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_26,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_26,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_26,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_27,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_27,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_28,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_28,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_28,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_28,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_28,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_28,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_28,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_28,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_28,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_28,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_28,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_28,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_28,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_28,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_28,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_28,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_29,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_29,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_29,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_29,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_29,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_29,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_29,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_29,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_29,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_29,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_29,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_29,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_29,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_29,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_29,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_29,Outcomes,generative_ai_use_cases,0.0,5
100E_gemini,100E_gemini_29,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_29,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_29,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_30,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_30,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_30,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_30,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_30,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_30,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_30,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_30,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_30,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_31,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_31,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_31,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_31,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_31,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_31,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_31,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_31,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_31,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_31,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_32,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_32,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_32,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_32,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_32,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_32,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_32,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_32,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_32,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_32,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_32,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_32,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_32,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_32,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_32,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_32,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_32,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_32,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_33,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_33,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_33,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_33,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_33,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_33,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_33,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_33,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_33,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_33,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_33,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_33,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_34,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_34,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_34,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_34,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_34,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_34,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_34,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_34,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_34,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_34,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_35,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_35,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_35,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_35,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_35,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_35,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_35,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_36,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_36,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_36,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_36,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_36,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_36,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_36,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_36,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_36,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_36,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_36,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_36,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_37,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_37,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_37,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_37,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_37,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_37,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_37,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_37,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_37,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_37,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_37,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_37,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_38,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_39,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_39,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_39,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_40,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_40,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_40,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_40,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_41,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_41,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_41,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_41,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_41,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_41,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_41,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_41,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_42,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_42,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_42,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_42,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_42,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_43,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_43,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_44,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_44,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_44,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_44,Outcomes,generative_ai_use_cases,0.0,5
100E_gemini,100E_gemini_45,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_45,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_45,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_45,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_45,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_45,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_45,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_46,Activities,researcher_matchmaking_events,0.0,5
100E_gemini,100E_gemini_46,Activities,platform_onboarding_assists,0.0,5
100E_gemini,100E_gemini_46,Activities,training_workshops_held,0.0,5
100E_gemini,100E_gemini_46,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_46,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_46,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_46,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_46,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_46,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_47,Inputs,total_funding_sgd,0.0,5
100E_gemini,100E_gemini_47,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_48,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_48,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_48,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_48,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_48,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_48,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_48,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_48,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_48,Outcomes,generative_ai_use_cases,0.0,5
100E_gemini,100E_gemini_48,Impact,global_ai_readiness_rank,0.0,5
100E_gemini,100E_gemini_49,Inputs,trainer_personnel_count,0.0,5
100E_gemini,100E_gemini_49,Inputs,available_gpu_hours,0.0,5
100E_gemini,100E_gemini_49,Activities,enterprise_outreach_sessions,0.0,5
100E_gemini,100E_gemini_49,Outputs,approved_100e_projects,0.0,5
100E_gemini,100E_gemini_49,Outputs,enterprises_with_solution,0.0,5
100E_gemini,100E_gemini_49,Outputs,ai_prototypes_developed,0.0,5
100E_gemini,100E_gemini_49,Outputs,trainees_completed_programme,0.0,5
100E_gemini,100E_gemini_49,Outcomes,number_of_100e_projects_approved_in_2023,0.0,5
100E_gemini,100E_gemini_49,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_49,Outcomes,enterprise_ai_adoption_rate,0.0,5
100E_gemini,100E_gemini_49,Outcomes,ai_practitioner_pool,0.0,5
100E_gemini,100E_gemini_49,Impact,ai_sector_gdp_share,0.0,5
100E_gemini,100E_gemini_50,Outcomes,deployed_100e_projects,0.0,5
100E_gemini,100E_gemini_50,Impact,ai_talent_retention_rate,0.0,5
100E_gemini,100E_gemini_50,Impact,public_ai_trust_score,0.0,5
100E_gemini,100E_gemini_50,Impact,ai_sector_gdp_share,0.0,5
